Date;Repo Rate
03/08/17;0.05
03/07/17;0.05
03/06/17;0.05
03/03/17;0.05
03/02/17;0.05
03/01/17;0.05
02/28/17;0.05
02/27/17;0.05
02/24/17;0.05
02/23/17;0.05
02/22/17;0.05
02/21/17;0.05
02/20/17;0.05
02/17/17;0.05
02/16/17;0.05
02/15/17;0.05
02/14/17;0.05
02/13/17;0.05
02/10/17;0.05
02/09/17;0.05
02/08/17;0.05
02/07/17;0.05
02/06/17;0.05
02/03/17;0.05
02/02/17;0.05
02/01/17;0.05
01/31/17;0.05
01/30/17;0.05
01/27/17;0.05
01/26/17;0.05
01/25/17;0.05
01/24/17;0.05
01/23/17;0.05
01/20/17;0.05
01/19/17;0.05
01/18/17;0.05
01/17/17;0.05
01/16/17;0.05
01/13/17;0.05
01/12/17;0.05
01/11/17;0.05
01/10/17;0.05
01/09/17;0.05
01/06/17;0.05
01/05/17;0.05
01/04/17;0.05
01/03/17;0.05
01/02/17;0.05
12/30/16;0.05
12/29/16;0.05
12/28/16;0.05
12/27/16;0.05
12/23/16;0.05
12/22/16;0.05
12/21/16;0.05
12/20/16;0.05
12/19/16;0.05
12/16/16;0.05
12/15/16;0.05
12/14/16;0.05
12/13/16;0.05
12/12/16;0.05
12/09/16;0.05
12/08/16;0.05
12/07/16;0.05
12/06/16;0.05
12/05/16;0.05
12/02/16;0.05
12/01/16;0.05
11/30/16;0.05
11/29/16;0.05
11/28/16;0.05
11/25/16;0.05
11/24/16;0.05
11/23/16;0.05
11/22/16;0.05
11/21/16;0.05
11/18/16;0.05
11/16/16;0.05
11/15/16;0.05
11/14/16;0.05
11/11/16;0.05
11/10/16;0.05
11/09/16;0.05
11/08/16;0.05
11/07/16;0.05
11/04/16;0.05
11/03/16;0.05
11/02/16;0.05
11/01/16;0.05
10/31/16;0.05
10/27/16;0.05
10/26/16;0.05
10/25/16;0.05
10/24/16;0.05
10/21/16;0.05
10/20/16;0.05
10/19/16;0.05
10/18/16;0.05
10/17/16;0.05
10/14/16;0.05
10/13/16;0.05
10/12/16;0.05
10/11/16;0.05
10/10/16;0.05
10/07/16;0.05
10/06/16;0.05
10/05/16;0.05
10/04/16;0.05
10/03/16;0.05
09/30/16;0.05
09/29/16;0.05
09/27/16;0.05
09/26/16;0.05
09/23/16;0.05
09/22/16;0.05
09/21/16;0.05
09/20/16;0.05
09/19/16;0.05
09/16/16;0.05
09/15/16;0.05
09/14/16;0.05
09/13/16;0.05
09/12/16;0.05
09/09/16;0.05
09/08/16;0.05
09/07/16;0.05
09/06/16;0.05
09/05/16;0.05
09/02/16;0.05
09/01/16;0.05
08/31/16;0.05
08/30/16;0.05
08/29/16;0.05
08/26/16;0.05
08/25/16;0.05
08/24/16;0.05
08/23/16;0.05
08/22/16;0.05
08/19/16;0.05
08/18/16;0.05
08/17/16;0.05
08/16/16;0.05
08/15/16;0.05
08/12/16;0.05
08/11/16;0.05
08/10/16;0.05
08/09/16;0.05
08/08/16;0.05
08/05/16;0.05
08/04/16;0.05
08/03/16;0.05
08/02/16;0.05
08/01/16;0.05
07/29/16;0.05
07/28/16;0.05
07/27/16;0.05
07/26/16;0.05
07/25/16;0.05
07/22/16;0.05
07/21/16;0.05
07/20/16;0.05
07/19/16;0.05
07/18/16;0.05
07/15/16;0.05
07/14/16;0.05
07/13/16;0.05
07/12/16;0.05
07/11/16;0.05
07/08/16;0.05
07/07/16;0.05
07/04/16;0.05
07/01/16;0.05
06/30/16;0.05
06/29/16;0.05
06/28/16;0.05
06/27/16;0.05
06/24/16;0.05
06/23/16;0.05
06/22/16;0.05
06/21/16;0.05
06/20/16;0.05
06/17/16;0.05
06/16/16;0.05
06/15/16;0.05
06/14/16;0.05
06/13/16;0.05
06/10/16;0.05
06/09/16;0.05
06/08/16;0.05
06/07/16;0.05
06/06/16;0.05
06/03/16;0.05
06/02/16;0.05
06/01/16;0.05
05/31/16;0.05
05/30/16;0.05
05/27/16;0.05
05/26/16;0.05
05/25/16;0.05
05/24/16;0.05
05/23/16;0.05
05/20/16;0.05
05/19/16;0.05
05/18/16;0.05
05/17/16;0.05
05/16/16;0.05
05/13/16;0.05
05/12/16;0.05
05/11/16;0.05
05/10/16;0.05
05/09/16;0.05
05/06/16;0.05
05/05/16;0.05
05/04/16;0.05
05/03/16;0.05
05/02/16;0.05
04/29/16;0.05
04/28/16;0.05
04/27/16;0.05
04/26/16;0.05
04/25/16;0.05
04/22/16;0.05
04/21/16;0.05
04/20/16;0.05
04/19/16;0.05
04/18/16;0.05
04/15/16;0.05
04/14/16;0.05
04/13/16;0.05
04/12/16;0.05
04/11/16;0.05
04/08/16;0.05
04/07/16;0.05
04/06/16;0.05
04/05/16;0.05
04/04/16;0.05
04/01/16;0.05
03/31/16;0.05
03/30/16;0.05
03/29/16;0.05
03/24/16;0.05
03/23/16;0.05
03/22/16;0.05
03/21/16;0.05
03/18/16;0.05
03/17/16;0.05
03/16/16;0.05
03/15/16;0.05
03/14/16;0.05
03/11/16;0.05
03/10/16;0.05
03/09/16;0.05
03/08/16;0.05
03/07/16;0.05
03/04/16;0.05
03/03/16;0.05
03/02/16;0.05
03/01/16;0.05
02/29/16;0.05
02/26/16;0.05
02/25/16;0.05
02/24/16;0.05
02/23/16;0.05
02/22/16;0.05
02/19/16;0.05
02/18/16;0.05
02/17/16;0.05
02/16/16;0.05
02/15/16;0.05
02/12/16;0.05
02/11/16;0.05
02/10/16;0.05
02/09/16;0.05
02/08/16;0.05
02/05/16;0.05
02/04/16;0.05
02/03/16;0.05
02/02/16;0.05
02/01/16;0.05
01/29/16;0.05
01/28/16;0.05
01/27/16;0.05
01/26/16;0.05
01/25/16;0.05
01/22/16;0.05
01/21/16;0.05
01/20/16;0.05
01/19/16;0.05
01/18/16;0.05
01/15/16;0.05
01/14/16;0.05
01/13/16;0.05
01/12/16;0.05
01/11/16;0.05
01/08/16;0.05
01/07/16;0.05
01/06/16;0.05
01/05/16;0.05
01/04/16;0.05
12/31/15;0.05
12/30/15;0.05
12/29/15;0.05
12/28/15;0.05
12/23/15;0.05
12/22/15;0.05
12/21/15;0.05
12/18/15;0.05
12/17/15;0.05
12/16/15;0.05
12/15/15;0.05
12/14/15;0.05
12/11/15;0.05
12/10/15;0.05
12/09/15;0.05
12/08/15;0.05
12/07/15;0.05
12/04/15;0.05
12/03/15;0.05
12/02/15;0.05
12/01/15;0.05
11/30/15;0.05
11/27/15;0.05
11/26/15;0.05
11/25/15;0.05
11/24/15;0.05
11/23/15;0.05
11/20/15;0.05
11/19/15;0.05
11/18/15;0.05
11/16/15;0.05
11/13/15;0.05
11/12/15;0.05
11/11/15;0.05
11/10/15;0.05
11/09/15;0.05
11/06/15;0.05
11/05/15;0.05
11/04/15;0.05
11/03/15;0.05
11/02/15;0.05
10/30/15;0.05
10/29/15;0.05
10/27/15;0.05
10/26/15;0.05
10/23/15;0.05
10/22/15;0.05
10/21/15;0.05
10/20/15;0.05
10/19/15;0.05
10/16/15;0.05
10/15/15;0.05
10/14/15;0.05
10/13/15;0.05
10/12/15;0.05
10/09/15;0.05
10/08/15;0.05
10/07/15;0.05
10/06/15;0.05
10/05/15;0.05
10/02/15;0.05
10/01/15;0.05
09/30/15;0.05
09/29/15;0.05
09/25/15;0.05
09/24/15;0.05
09/23/15;0.05
09/22/15;0.05
09/21/15;0.05
09/18/15;0.05
09/17/15;0.05
09/16/15;0.05
09/15/15;0.05
09/14/15;0.05
09/11/15;0.05
09/10/15;0.05
09/09/15;0.05
09/08/15;0.05
09/07/15;0.05
09/04/15;0.05
09/03/15;0.05
09/02/15;0.05
09/01/15;0.05
08/31/15;0.05
08/28/15;0.05
08/27/15;0.05
08/26/15;0.05
08/25/15;0.05
08/24/15;0.05
08/21/15;0.05
08/20/15;0.05
08/19/15;0.05
08/18/15;0.05
08/17/15;0.05
08/14/15;0.05
08/13/15;0.05
08/12/15;0.05
08/11/15;0.05
08/10/15;0.05
08/07/15;0.05
08/06/15;0.05
08/05/15;0.05
08/04/15;0.05
08/03/15;0.05
07/31/15;0.05
07/30/15;0.05
07/29/15;0.05
07/28/15;0.05
07/27/15;0.05
07/24/15;0.05
07/23/15;0.05
07/22/15;0.05
07/21/15;0.05
07/20/15;0.05
07/17/15;0.05
07/16/15;0.05
07/15/15;0.05
07/14/15;0.05
07/13/15;0.05
07/10/15;0.05
07/09/15;0.05
07/08/15;0.05
07/07/15;0.05
07/03/15;0.05
07/02/15;0.05
07/01/15;0.05
06/30/15;0.05
06/29/15;0.05
06/26/15;0.05
06/25/15;0.05
06/24/15;0.05
06/23/15;0.05
06/22/15;0.05
06/19/15;0.05
06/18/15;0.05
06/17/15;0.05
06/16/15;0.05
06/15/15;0.05
06/12/15;0.05
06/11/15;0.05
06/10/15;0.05
06/09/15;0.05
06/08/15;0.05
06/05/15;0.05
06/04/15;0.05
06/03/15;0.05
06/02/15;0.05
06/01/15;0.05
05/29/15;0.05
05/28/15;0.05
05/27/15;0.05
05/26/15;0.05
05/25/15;0.05
05/22/15;0.05
05/21/15;0.05
05/20/15;0.05
05/19/15;0.05
05/18/15;0.05
05/15/15;0.05
05/14/15;0.05
05/13/15;0.05
05/12/15;0.05
05/11/15;0.05
05/07/15;0.05
05/06/15;0.05
05/05/15;0.05
05/04/15;0.05
04/30/15;0.05
04/29/15;0.05
04/28/15;0.05
04/27/15;0.05
04/24/15;0.05
04/23/15;0.05
04/22/15;0.05
04/21/15;0.05
04/20/15;0.05
04/17/15;0.05
04/16/15;0.05
04/15/15;0.05
04/14/15;0.05
04/13/15;0.05
04/10/15;0.05
04/09/15;0.05
04/08/15;0.05
04/07/15;0.05
04/03/15;0.05
04/02/15;0.05
04/01/15;0.05
03/31/15;0.05
03/30/15;0.05
03/27/15;0.05
03/26/15;0.05
03/25/15;0.05
03/24/15;0.05
03/23/15;0.05
03/20/15;0.05
03/19/15;0.05
03/18/15;0.05
03/17/15;0.05
03/16/15;0.05
03/13/15;0.05
03/12/15;0.05
03/11/15;0.05
03/10/15;0.05
03/09/15;0.05
03/06/15;0.05
03/05/15;0.05
03/04/15;0.05
03/03/15;0.05
03/02/15;0.05
02/27/15;0.05
02/26/15;0.05
02/25/15;0.05
02/24/15;0.05
02/23/15;0.05
02/20/15;0.05
02/19/15;0.05
02/18/15;0.05
02/17/15;0.05
02/16/15;0.05
02/13/15;0.05
02/12/15;0.05
02/11/15;0.05
02/10/15;0.05
02/09/15;0.05
02/06/15;0.05
02/05/15;0.05
02/04/15;0.05
02/03/15;0.05
02/02/15;0.05
01/30/15;0.05
01/29/15;0.05
01/28/15;0.05
01/27/15;0.05
01/26/15;0.05
01/23/15;0.05
01/22/15;0.05
01/21/15;0.05
01/20/15;0.05
01/19/15;0.05
01/16/15;0.05
01/15/15;0.05
01/14/15;0.05
01/13/15;0.05
01/12/15;0.05
01/09/15;0.05
01/08/15;0.05
01/07/15;0.05
01/06/15;0.05
01/05/15;0.05
01/02/15;0.05
12/31/14;0.05
12/30/14;0.05
12/29/14;0.05
12/23/14;0.05
12/22/14;0.05
12/19/14;0.05
12/18/14;0.05
12/17/14;0.05
12/16/14;0.05
12/15/14;0.05
12/12/14;0.05
12/11/14;0.05
12/10/14;0.05
12/09/14;0.05
12/08/14;0.05
12/05/14;0.05
12/04/14;0.05
12/03/14;0.05
12/02/14;0.05
12/01/14;0.05
11/28/14;0.05
11/27/14;0.05
11/26/14;0.05
11/25/14;0.05
11/24/14;0.05
11/21/14;0.05
11/20/14;0.05
11/19/14;0.05
11/18/14;0.05
11/14/14;0.05
11/13/14;0.05
11/12/14;0.05
11/11/14;0.05
11/10/14;0.05
11/07/14;0.05
11/06/14;0.05
11/05/14;0.05
11/04/14;0.05
11/03/14;0.05
10/31/14;0.05
10/30/14;0.05
10/29/14;0.05
10/27/14;0.05
10/24/14;0.05
10/23/14;0.05
10/22/14;0.05
10/21/14;0.05
10/20/14;0.05
10/17/14;0.05
10/16/14;0.05
10/15/14;0.05
10/14/14;0.05
10/13/14;0.05
10/10/14;0.05
10/09/14;0.05
10/08/14;0.05
10/07/14;0.05
10/06/14;0.05
10/03/14;0.05
10/02/14;0.05
10/01/14;0.05
09/30/14;0.05
09/29/14;0.05
09/26/14;0.05
09/25/14;0.05
09/24/14;0.05
09/23/14;0.05
09/22/14;0.05
09/19/14;0.05
09/18/14;0.05
09/17/14;0.05
09/16/14;0.05
09/15/14;0.05
09/12/14;0.05
09/11/14;0.05
09/10/14;0.05
09/09/14;0.05
09/08/14;0.05
09/05/14;0.05
09/04/14;0.05
09/03/14;0.05
09/02/14;0.05
09/01/14;0.05
08/29/14;0.05
08/28/14;0.05
08/27/14;0.05
08/26/14;0.05
08/25/14;0.05
08/22/14;0.05
08/21/14;0.05
08/20/14;0.05
08/19/14;0.05
08/18/14;0.05
08/15/14;0.05
08/14/14;0.05
08/13/14;0.05
08/12/14;0.05
08/11/14;0.05
08/08/14;0.05
08/07/14;0.05
08/06/14;0.05
08/05/14;0.05
08/04/14;0.05
08/01/14;0.05
07/31/14;0.05
07/30/14;0.05
07/29/14;0.05
07/28/14;0.05
07/25/14;0.05
07/24/14;0.05
07/23/14;0.05
07/22/14;0.05
07/21/14;0.05
07/18/14;0.05
07/17/14;0.05
07/16/14;0.05
07/15/14;0.05
07/14/14;0.05
07/11/14;0.05
07/10/14;0.05
07/09/14;0.05
07/08/14;0.05
07/07/14;0.05
07/04/14;0.05
07/03/14;0.05
07/02/14;0.05
07/01/14;0.05
06/30/14;0.05
06/27/14;0.05
06/26/14;0.05
06/25/14;0.05
06/24/14;0.05
06/23/14;0.05
06/20/14;0.05
06/19/14;0.05
06/18/14;0.05
06/17/14;0.05
06/16/14;0.05
06/13/14;0.05
06/12/14;0.05
06/11/14;0.05
06/10/14;0.05
06/09/14;0.05
06/06/14;0.05
06/05/14;0.05
06/04/14;0.05
06/03/14;0.05
06/02/14;0.05
05/30/14;0.05
05/29/14;0.05
05/28/14;0.05
05/27/14;0.05
05/26/14;0.05
05/23/14;0.05
05/22/14;0.05
05/21/14;0.05
05/20/14;0.05
05/19/14;0.05
05/16/14;0.05
05/15/14;0.05
05/14/14;0.05
05/13/14;0.05
05/12/14;0.05
05/09/14;0.05
05/07/14;0.05
05/06/14;0.05
05/05/14;0.05
05/02/14;0.05
04/30/14;0.05
04/29/14;0.05
04/28/14;0.05
04/25/14;0.05
04/24/14;0.05
04/23/14;0.05
04/22/14;0.05
04/18/14;0.05
04/17/14;0.05
04/16/14;0.05
04/15/14;0.05
04/14/14;0.05
04/11/14;0.05
04/10/14;0.05
04/09/14;0.05
04/08/14;0.05
04/07/14;0.05
04/04/14;0.05
04/03/14;0.05
04/02/14;0.05
04/01/14;0.05
03/31/14;0.05
03/28/14;0.05
03/27/14;0.05
03/26/14;0.05
03/25/14;0.05
03/24/14;0.05
03/21/14;0.05
03/20/14;0.05
03/19/14;0.05
03/18/14;0.05
03/17/14;0.05
03/14/14;0.05
03/13/14;0.05
03/12/14;0.05
03/11/14;0.05
03/10/14;0.05
03/07/14;0.05
03/06/14;0.05
03/05/14;0.05
03/04/14;0.05
03/03/14;0.05
02/28/14;0.05
02/27/14;0.05
02/26/14;0.05
02/25/14;0.05
02/24/14;0.05
02/21/14;0.05
02/20/14;0.05
02/19/14;0.05
02/18/14;0.05
02/17/14;0.05
02/14/14;0.05
02/13/14;0.05
02/12/14;0.05
02/11/14;0.05
02/10/14;0.05
02/07/14;0.05
02/06/14;0.05
02/05/14;0.05
02/04/14;0.05
02/03/14;0.05
01/31/14;0.05
01/30/14;0.05
01/29/14;0.05
01/28/14;0.05
01/27/14;0.05
01/24/14;0.05
01/23/14;0.05
01/22/14;0.05
01/21/14;0.05
01/20/14;0.05
01/17/14;0.05
01/16/14;0.05
01/15/14;0.05
01/14/14;0.05
01/13/14;0.05
01/10/14;0.05
01/09/14;0.05
01/08/14;0.05
01/07/14;0.05
01/06/14;0.05
01/03/14;0.05
01/02/14;0.05
12/31/13;0.05
12/30/13;0.05
12/27/13;0.05
12/23/13;0.05
12/20/13;0.05
12/19/13;0.05
12/18/13;0.05
12/17/13;0.05
12/16/13;0.05
12/13/13;0.05
12/12/13;0.05
12/11/13;0.05
12/10/13;0.05
12/09/13;0.05
12/06/13;0.05
12/05/13;0.05
12/04/13;0.05
12/03/13;0.05
12/02/13;0.05
11/29/13;0.05
11/28/13;0.05
11/27/13;0.05
11/26/13;0.05
11/25/13;0.05
11/22/13;0.05
11/21/13;0.05
11/20/13;0.05
11/19/13;0.05
11/18/13;0.05
11/15/13;0.05
11/14/13;0.05
11/13/13;0.05
11/12/13;0.05
11/11/13;0.05
11/08/13;0.05
11/07/13;0.05
11/06/13;0.05
11/05/13;0.05
11/04/13;0.05
11/01/13;0.05
10/31/13;0.05
10/30/13;0.05
10/29/13;0.05
10/25/13;0.05
10/24/13;0.05
10/23/13;0.05
10/22/13;0.05
10/21/13;0.05
10/18/13;0.05
10/17/13;0.05
10/16/13;0.05
10/15/13;0.05
10/14/13;0.05
10/11/13;0.05
10/10/13;0.05
10/09/13;0.05
10/08/13;0.05
10/07/13;0.05
10/04/13;0.05
10/03/13;0.05
10/02/13;0.05
10/01/13;0.05
09/30/13;0.05
09/27/13;0.05
09/26/13;0.05
09/25/13;0.05
09/24/13;0.05
09/23/13;0.05
09/20/13;0.05
09/19/13;0.05
09/18/13;0.05
09/17/13;0.05
09/16/13;0.05
09/13/13;0.05
09/12/13;0.05
09/11/13;0.05
09/10/13;0.05
09/09/13;0.05
09/06/13;0.05
09/05/13;0.05
09/04/13;0.05
09/03/13;0.05
09/02/13;0.05
08/30/13;0.05
08/29/13;0.05
08/28/13;0.05
08/27/13;0.05
08/26/13;0.05
08/23/13;0.05
08/22/13;0.05
08/21/13;0.05
08/20/13;0.05
08/19/13;0.05
08/16/13;0.05
08/15/13;0.05
08/14/13;0.05
08/13/13;0.05
08/12/13;0.05
08/09/13;0.05
08/08/13;0.05
08/07/13;0.05
08/06/13;0.05
08/05/13;0.05
08/02/13;0.05
08/01/13;0.05
07/31/13;0.05
07/30/13;0.05
07/29/13;0.05
07/26/13;0.05
07/25/13;0.05
07/24/13;0.05
07/23/13;0.05
07/22/13;0.05
07/19/13;0.05
07/18/13;0.05
07/17/13;0.05
07/16/13;0.05
07/15/13;0.05
07/12/13;0.05
07/11/13;0.05
07/10/13;0.05
07/09/13;0.05
07/08/13;0.05
07/04/13;0.05
07/03/13;0.05
07/02/13;0.05
07/01/13;0.05
06/28/13;0.05
06/27/13;0.05
06/26/13;0.05
06/25/13;0.05
06/24/13;0.05
06/21/13;0.05
06/20/13;0.05
06/19/13;0.05
06/18/13;0.05
06/17/13;0.05
06/14/13;0.05
06/13/13;0.05
06/12/13;0.05
06/11/13;0.05
06/10/13;0.05
06/07/13;0.05
06/06/13;0.05
06/05/13;0.05
06/04/13;0.05
06/03/13;0.05
05/31/13;0.05
05/30/13;0.05
05/29/13;0.05
05/28/13;0.05
05/27/13;0.05
05/24/13;0.05
05/23/13;0.05
05/22/13;0.05
05/21/13;0.05
05/20/13;0.05
05/17/13;0.05
05/16/13;0.05
05/15/13;0.05
05/14/13;0.05
05/13/13;0.05
05/10/13;0.05
05/09/13;0.05
05/07/13;0.05
05/06/13;0.05
05/03/13;0.05
05/02/13;0.05
04/30/13;0.05
04/29/13;0.05
04/26/13;0.05
04/25/13;0.05
04/24/13;0.05
04/23/13;0.05
04/22/13;0.05
04/19/13;0.05
04/18/13;0.05
04/17/13;0.05
04/16/13;0.05
04/15/13;0.05
04/12/13;0.05
04/11/13;0.05
04/10/13;0.05
04/09/13;0.05
04/08/13;0.05
04/05/13;0.05
04/04/13;0.05
04/03/13;0.05
04/02/13;0.05
03/29/13;0.05
03/28/13;0.05
03/27/13;0.05
03/26/13;0.05
03/25/13;0.05
03/22/13;0.05
03/21/13;0.05
03/20/13;0.05
03/19/13;0.05
03/18/13;0.05
03/15/13;0.05
03/14/13;0.05
03/13/13;0.05
03/12/13;0.05
03/11/13;0.05
03/08/13;0.05
03/07/13;0.05
03/06/13;0.05
03/05/13;0.05
03/04/13;0.05
03/01/13;0.05
02/28/13;0.05
02/27/13;0.05
02/26/13;0.05
02/25/13;0.05
02/22/13;0.05
02/21/13;0.05
02/20/13;0.05
02/19/13;0.05
02/18/13;0.05
02/15/13;0.05
02/14/13;0.05
02/13/13;0.05
02/12/13;0.05
02/11/13;0.05
02/08/13;0.05
02/07/13;0.05
02/06/13;0.05
02/05/13;0.05
02/04/13;0.05
02/01/13;0.05
01/31/13;0.05
01/30/13;0.05
01/29/13;0.05
01/28/13;0.05
01/25/13;0.05
01/24/13;0.05
01/23/13;0.05
01/22/13;0.05
01/21/13;0.05
01/18/13;0.05
01/17/13;0.05
01/16/13;0.05
01/15/13;0.05
01/14/13;0.05
01/11/13;0.05
01/10/13;0.05
01/09/13;0.05
01/08/13;0.05
01/07/13;0.05
01/04/13;0.05
01/03/13;0.05
01/02/13;0.05
12/31/12;0.05
12/28/12;0.05
12/27/12;0.05
12/21/12;0.05
12/20/12;0.05
12/19/12;0.05
12/18/12;0.05
12/17/12;0.05
12/14/12;0.05
12/13/12;0.05
12/12/12;0.05
12/11/12;0.05
12/10/12;0.05
12/07/12;0.05
12/06/12;0.05
12/05/12;0.05
12/04/12;0.05
12/03/12;0.05
11/30/12;0.05
11/29/12;0.05
11/28/12;0.05
11/27/12;0.05
11/26/12;0.05
11/23/12;0.05
11/22/12;0.05
11/21/12;0.05
11/20/12;0.05
11/19/12;0.05
11/16/12;0.05
11/15/12;0.05
11/14/12;0.05
11/13/12;0.05
11/12/12;0.05
11/09/12;0.05
11/08/12;0.05
11/07/12;0.05
11/06/12;0.05
11/05/12;0.05
11/02/12;0.05
11/01/12;0.25
10/31/12;0.25
10/30/12;0.25
10/29/12;0.25
10/26/12;0.25
10/25/12;0.25
10/24/12;0.25
10/23/12;0.25
10/22/12;0.25
10/19/12;0.25
10/18/12;0.25
10/17/12;0.25
10/16/12;0.25
10/15/12;0.25
10/12/12;0.25
10/11/12;0.25
10/10/12;0.25
10/09/12;0.25
10/08/12;0.25
10/05/12;0.25
10/04/12;0.25
10/03/12;0.25
10/02/12;0.25
10/01/12;0.25
09/27/12;0.5
09/26/12;0.5
09/25/12;0.5
09/24/12;0.5
09/21/12;0.5
09/20/12;0.5
09/19/12;0.5
09/18/12;0.5
09/17/12;0.5
09/14/12;0.5
09/13/12;0.5
09/12/12;0.5
09/11/12;0.5
09/10/12;0.5
09/07/12;0.5
09/06/12;0.5
09/05/12;0.5
09/04/12;0.5
09/03/12;0.5
08/31/12;0.5
08/30/12;0.5
08/29/12;0.5
08/28/12;0.5
08/27/12;0.5
08/24/12;0.5
08/23/12;0.5
08/22/12;0.5
08/21/12;0.5
08/20/12;0.5
08/17/12;0.5
08/16/12;0.5
08/15/12;0.5
08/14/12;0.5
08/13/12;0.5
08/10/12;0.5
08/09/12;0.5
08/08/12;0.5
08/07/12;0.5
08/06/12;0.5
08/03/12;0.5
08/02/12;0.5
08/01/12;0.5
07/31/12;0.5
07/30/12;0.5
07/27/12;0.5
07/26/12;0.5
07/25/12;0.5
07/24/12;0.5
07/23/12;0.5
07/20/12;0.5
07/19/12;0.5
07/18/12;0.5
07/17/12;0.5
07/16/12;0.5
07/13/12;0.5
07/12/12;0.5
07/11/12;0.5
07/10/12;0.5
07/09/12;0.5
07/04/12;0.5
07/03/12;0.5
07/02/12;0.5
06/29/12;0.5
06/28/12;0.75
06/27/12;0.75
06/26/12;0.75
06/25/12;0.75
06/22/12;0.75
06/21/12;0.75
06/20/12;0.75
06/19/12;0.75
06/18/12;0.75
06/15/12;0.75
06/14/12;0.75
06/13/12;0.75
06/12/12;0.75
06/11/12;0.75
06/08/12;0.75
06/07/12;0.75
06/06/12;0.75
06/05/12;0.75
06/04/12;0.75
06/01/12;0.75
05/31/12;0.75
05/30/12;0.75
05/29/12;0.75
05/28/12;0.75
05/25/12;0.75
05/24/12;0.75
05/23/12;0.75
05/22/12;0.75
05/21/12;0.75
05/18/12;0.75
05/17/12;0.75
05/16/12;0.75
05/15/12;0.75
05/14/12;0.75
05/11/12;0.75
05/10/12;0.75
05/09/12;0.75
05/07/12;0.75
05/04/12;0.75
05/03/12;0.75
05/02/12;0.75
04/30/12;0.75
04/27/12;0.75
04/26/12;0.75
04/25/12;0.75
04/24/12;0.75
04/23/12;0.75
04/20/12;0.75
04/19/12;0.75
04/18/12;0.75
04/17/12;0.75
04/16/12;0.75
04/13/12;0.75
04/12/12;0.75
04/11/12;0.75
04/10/12;0.75
04/06/12;0.75
04/05/12;0.75
04/04/12;0.75
04/03/12;0.75
04/02/12;0.75
03/30/12;0.75
03/29/12;0.75
03/28/12;0.75
03/27/12;0.75
03/26/12;0.75
03/23/12;0.75
03/22/12;0.75
03/21/12;0.75
03/20/12;0.75
03/19/12;0.75
03/16/12;0.75
03/15/12;0.75
03/14/12;0.75
03/13/12;0.75
03/12/12;0.75
03/09/12;0.75
03/08/12;0.75
03/07/12;0.75
03/06/12;0.75
03/05/12;0.75
03/02/12;0.75
03/01/12;0.75
02/29/12;0.75
02/28/12;0.75
02/27/12;0.75
02/24/12;0.75
02/23/12;0.75
02/22/12;0.75
02/21/12;0.75
02/20/12;0.75
02/17/12;0.75
02/16/12;0.75
02/15/12;0.75
02/14/12;0.75
02/13/12;0.75
02/10/12;0.75
02/09/12;0.75
02/08/12;0.75
02/07/12;0.75
02/06/12;0.75
02/03/12;0.75
02/02/12;0.75
02/01/12;0.75
01/31/12;0.75
01/30/12;0.75
01/27/12;0.75
01/26/12;0.75
01/25/12;0.75
01/24/12;0.75
01/23/12;0.75
01/20/12;0.75
01/19/12;0.75
01/18/12;0.75
01/17/12;0.75
01/16/12;0.75
01/13/12;0.75
01/12/12;0.75
01/11/12;0.75
01/10/12;0.75
01/09/12;0.75
01/06/12;0.75
01/05/12;0.75
01/04/12;0.75
01/03/12;0.75
01/02/12;0.75
12/30/11;0.75
12/29/11;0.75
12/28/11;0.75
12/27/11;0.75
12/23/11;0.75
12/22/11;0.75
12/21/11;0.75
12/20/11;0.75
12/19/11;0.75
12/16/11;0.75
12/15/11;0.75
12/14/11;0.75
12/13/11;0.75
12/12/11;0.75
12/09/11;0.75
12/08/11;0.75
12/07/11;0.75
12/06/11;0.75
12/05/11;0.75
12/02/11;0.75
12/01/11;0.75
11/30/11;0.75
11/29/11;0.75
11/28/11;0.75
11/25/11;0.75
11/24/11;0.75
11/23/11;0.75
11/22/11;0.75
11/21/11;0.75
11/18/11;0.75
11/16/11;0.75
11/15/11;0.75
11/14/11;0.75
11/11/11;0.75
11/10/11;0.75
11/09/11;0.75
11/08/11;0.75
11/07/11;0.75
11/04/11;0.75
11/03/11;0.75
11/02/11;0.75
11/01/11;0.75
10/31/11;0.75
10/27/11;0.75
10/26/11;0.75
10/25/11;0.75
10/24/11;0.75
10/21/11;0.75
10/20/11;0.75
10/19/11;0.75
10/18/11;0.75
10/17/11;0.75
10/14/11;0.75
10/13/11;0.75
10/12/11;0.75
10/11/11;0.75
10/10/11;0.75
10/07/11;0.75
10/06/11;0.75
10/05/11;0.75
10/04/11;0.75
10/03/11;0.75
09/30/11;0.75
09/29/11;0.75
09/27/11;0.75
09/26/11;0.75
09/23/11;0.75
09/22/11;0.75
09/21/11;0.75
09/20/11;0.75
09/19/11;0.75
09/16/11;0.75
09/15/11;0.75
09/14/11;0.75
09/13/11;0.75
09/12/11;0.75
09/09/11;0.75
09/08/11;0.75
09/07/11;0.75
09/06/11;0.75
09/05/11;0.75
09/02/11;0.75
09/01/11;0.75
08/31/11;0.75
08/30/11;0.75
08/29/11;0.75
08/26/11;0.75
08/25/11;0.75
08/24/11;0.75
08/23/11;0.75
08/22/11;0.75
08/19/11;0.75
